date,category,product_name,product_type,origin,unit,lulu_price,rawabi_price,family_price,price_per_kg_lulu,price_per_kg_rawabi,price_per_kg_family,cheapest_store,status
2026-08-21,Fruits,Apple,Apples,China,1kg,,8.5,,,8.5,,Rawabi,Active
2026-08-21,Fruits,Apple Africa,Apples,,1kg,,10.5,,,10.5,,Rawabi,Active
2026-08-21,Fruits,Apple Red,Apples,Usa,1kg,,14.5,,,14.5,,Rawabi,Active
2026-08-21,Fruits,Apple Rocket New Zealand,Apples,,1kg,,42.0,,,42.0,,Rawabi,Active
2026-08-21,Fruits,Baby Apple Africa,Apples,,1kg,,10.5,,,10.5,,Rawabi,Active
2026-08-21,Fruits,Colacasia Bangaladesh,Apples,,1kg,,16.0,,,16.0,,Rawabi,Active
2026-08-21,Fruits,Galanga,Apples,Thailand,1kg,,48.0,,,48.0,,Rawabi,Active
2026-08-21,Fruits,Pineapple Golden,Apples,Kenya,1kg,,14.75,,,14.75,,Rawabi,Active
2026-08-21,Fruits,Pineapple Peeled,Apples,Thailand,1kg,,44.0,,,44.0,,Rawabi,Active
2026-08-21,Fruits,Pineapple Slice,Apples,,1kg,,34.0,,,34.0,,Rawabi,Active
2026-08-21,Fruits,Avocado,Avocado,Uganda,1kg,,18.5,,,18.5,,Rawabi,Active
2026-08-21,Fruits,Avocado By Air,Avocado,Uganda,1kg,,18.0,,,18.0,,Rawabi,Active
2026-08-21,Fruits,Avocado Hass,Avocado,Uganda,1kg,,26.0,,,26.0,,Rawabi,Active
2026-08-21,Fruits,Banana Leaves,Banana,India,1.0pc,,1.5,,,1500.0,,Rawabi,Active
2026-08-21,Fruits,Kadhali Banana,Banana,India,1kg,,14.75,,,14.75,,Rawabi,Active
2026-08-21,Fruits,Blackberry -Packet,Berries,Usa,,,25.5,,,,,,Active
2026-08-21,Fruits,Blueberry Africa Small-Packet,Berries,,,,9.75,,,,,,Active
2026-08-21,Fruits,Cherry Syria Packet,Berries,,,,14.0,,,,,,Active
2026-08-21,Fruits,Gold Berry Colombia Packet,Berries,,,,14.0,,,,,,Active
2026-08-21,Fruits,Goosberry Indian,Berries,India,1kg,,21.0,,,21.0,,Rawabi,Active
2026-08-21,Fruits,Physalis Fruit Colombia-Packet,Berries,,,,10.0,,,,,,Active
2026-08-21,Fruits,Raspberry -Packet,Berries,Usa,,,27.0,,,,,,Active
2026-08-21,Fruits,Red Currant Netherland Packet,Berries,,,,24.0,,,,,,Active
2026-08-21,Fruits,Strawberry Africa-Packet,Berries,,,,14.5,,,,,,Active
2026-08-21,Fruits,Strawberry Big -Packet,Berries,Usa,,,38.0,,,,,,Active
2026-08-21,Fruits,Strawberry Small -Packet,Berries,Usa,,,24.0,,,,,,Active
2026-08-21,Fruits,Chillies Jalapeno Orange 1K,Citrus Fruits,Holland,,,52.0,,,,,,Active
2026-08-21,Fruits,Lemon,Citrus Fruits,China,1kg,,4.75,,,4.75,,Rawabi,Active
2026-08-21,Fruits,Lemon Africa,Citrus Fruits,,1kg,,7.5,,,7.5,,Rawabi,Active
2026-08-21,Fruits,Lime,Citrus Fruits,Vietnam,1kg,,7.75,,,7.75,,Rawabi,Active
2026-08-21,Fruits,Mandarin,Citrus Fruits,China,1kg,,15.5,,,15.5,,Rawabi,Active
2026-08-21,Fruits,Mandarin Honey Murcott Africa,Citrus Fruits,,1kg,,8.75,,,8.75,,Rawabi,Active
2026-08-21,Fruits,Mandarine (Nadarcott),Citrus Fruits,Australia,1kg,,30.0,,,30.0,,Rawabi,Active
2026-08-21,Fruits,Orange Africa,Citrus Fruits,,1kg,,7.0,,,7.0,,Rawabi,Active
2026-08-21,Fruits,Orangevalencia -Box,Citrus Fruits,Lebanon,,,30.0,,,,,,Active
2026-08-21,Fruits,Pomelo Africa,Citrus Fruits,,1kg,,14.5,,,14.5,,Rawabi,Active
2026-08-21,Fruits,Coconut,Coconut,India,1.0pc,,3.0,,,3000.0,,Rawabi,Active
2026-08-21,Fruits,Coconut Grated,Coconut,India,1.0pc,,3.25,,,3250.0,,Rawabi,Active
2026-08-21,Fruits,Coconut Young,Coconut,Thailand,1.0pc,,13.5,,,13500.0,,Rawabi,Active
2026-08-21,Fruits,Slice Coconut,Coconut,,1kg,,20.0,,,20.0,,Rawabi,Active
2026-08-21,Fruits,Dates Sukkari Round,Fresh Dates,,1kg,,24.0,,,24.0,,Rawabi,Active
2026-08-21,Fruits,Grape Black Packet,Grapes,Egypt,,,6.5,,,,,,Active
2026-08-21,Fruits,Grape Fruit Africa Premium,Grapes,,1kg,,10.5,,,10.5,,Rawabi,Active
2026-08-21,Fruits,Grape Red,Grapes,Egypt,1kg,,9.75,,,9.75,,Rawabi,Active
2026-08-21,Fruits,Grape Red Pkt,Grapes,Egypt,,,5.5,,,,,,Active
2026-08-21,Fruits,Grape White Packet,Grapes,Egypt,,,7.0,,,,,,Active
2026-08-21,Fruits,Grapefruit Africa,Grapes,,1kg,,8.5,,,8.5,,Rawabi,Active
2026-08-21,Fruits,Grapes White,Grapes,Italy,1kg,,56.0,,,56.0,,Rawabi,Active
2026-08-21,Fruits,Grapes White,Grapes,Usa,1kg,,48.0,,,48.0,,Rawabi,Active
2026-08-21,Fruits,Curry Banana,Green Banana,India,,,,8.75,,,,,Active
2026-08-21,Fruits,Kiwi,Kiwi,China,1kg,,14.75,,,14.75,,Rawabi,Active
2026-08-21,Fruits,Kiwi Chili,Kiwi,,1kg,,15.5,,,15.5,,Rawabi,Active
2026-08-21,Fruits,Kiwi Gold New Zealand,Kiwi,,1kg,,28.0,,,28.0,,Rawabi,Active
2026-08-21,Fruits,Mango Colombia-Box,Mangoes,,,,128.0,,,,,,Active
2026-08-21,Fruits,Mango Green,Mangoes,India,1kg,,18.5,,,18.5,,Rawabi,Active
2026-08-21,Fruits,Mango Kett,Mangoes,Egypt,1kg,,11.0,,,11.0,,Rawabi,Active
2026-08-21,Fruits,Mango Neelam,Mangoes,India,1kg,,22.0,,,22.0,,Rawabi,Active
2026-08-21,Fruits,Mangosteen Packet,Mangoes,Thailand,,,22.0,,,,,,Active
2026-08-21,Fruits,Water Melon,Melons,Oman,1kg,,3.0,,,3.0,,Rawabi,Active
2026-08-21,Fruits,Water Melon,Melons,Turkey,1kg,,6.5,,,6.5,,Rawabi,Active
2026-08-21,Fruits,Dragon Fruit,Other Fruits,Vietnam,1kg,,26.0,,,26.0,,Rawabi,Active
2026-08-21,Fruits,Dragon Fruit Red,Other Fruits,,1kg,,57.0,,,57.0,,Rawabi,Active
2026-08-21,Fruits,Fruit Tray Medium,Other Fruits,,,,150.0,,,,,,Active
2026-08-21,Fruits,Passionfruit Pte Packet,Other Fruits,Thailand,,,24.0,,,,,,Active
2026-08-21,Fruits,Green Papaya,Papaya,India,1kg,,15.5,,,15.5,,Rawabi,Active
2026-08-21,Fruits,Papaya,Papaya,Thailand,1kg,,49.0,,,49.0,,Rawabi,Active
2026-08-21,Fruits,Slice Papaya,Papaya,,1kg,,20.0,,,20.0,,Rawabi,Active
2026-08-21,Fruits,Peach Round Packet,Peaches,Jordan,,,14.0,,,,,,Active
2026-08-21,Fruits,Pear Africa,Pears,,1kg,,10.5,,,10.5,,Rawabi,Active
2026-08-21,Fruits,Pear Rose Africa,Pears,,1kg,,10.5,,,10.5,,Rawabi,Active
2026-08-21,Fruits,Plums Red,Plums,Spain,1kg,,17.5,,,17.5,,Rawabi,Active
2026-08-21,Fruits,Plums Red,Plums,China,1kg,,17.5,,,17.5,,Rawabi,Active
2026-08-21,Fruits,Plums Red Africa,Plums,,1kg,,16.5,,,16.5,,Rawabi,Active
2026-08-21,Fruits,Pomegranate,Pomegranates,India,1kg,,16.5,,,16.5,,Rawabi,Active
2026-08-21,Fruits,Pomegranate,Pomegranates,Peru,1kg,,23.0,,,23.0,,Rawabi,Active
2026-08-21,Fruits,Pomegranate -Carton,Pomegranates,India,,,19.75,,,,,,Active
2026-08-21,Fruits,Pomegranate Yemen,Pomegranates,,1kg,,14.75,,,14.75,,Rawabi,Active
2026-08-21,Vegetables,Beetroot,Beetroot,India,1kg,,16.5,,,16.5,,Rawabi,Active
2026-08-21,Vegetables,Beetroot Cooked,Beetroot,,500g,,,22.0,,,44.0,Family,Active
2026-08-21,Vegetables,Beetroot Cooked -Packet,Beetroot,Holland,,,15.75,,,,,,Active
2026-08-21,Vegetables,Broccoli,Cabbage & Broccoli,Holland,1kg,,55.0,,,55.0,,Rawabi,Active
2026-08-21,Vegetables,Cabbage,Cabbage & Broccoli,India,,,,8.75,,,,,Active
2026-08-21,Vegetables,Cabbage,Cabbage & Broccoli,Jordan,1kg,,6.5,,,6.5,,Rawabi,Active
2026-08-21,Vegetables,Cabbage,Cabbage & Broccoli,Oman,1kg,,5.5,,,5.5,,Rawabi,Active
2026-08-21,Vegetables,Cabbage Red,Cabbage & Broccoli,Oman,1kg,,6.5,,,6.5,,Rawabi,Active
2026-08-21,Vegetables,Cauliflower,Cabbage & Broccoli,Oman,1kg,,9.75,,,9.75,,Rawabi,Active
2026-08-21,Vegetables,Cauliflower Violet,Cabbage & Broccoli,Spain,1kg,,44.0,,,44.0,,Rawabi,Active
2026-08-21,Vegetables,Capsicum,Capsicum,Holland,1kg,,41.0,,,41.0,,Rawabi,Active
2026-08-21,Vegetables,Capsicum 4Color (Packet),Capsicum,Holland,,,19.0,,,,,,Active
2026-08-21,Vegetables,Capsicum Green,Capsicum,Oman,1kg,,8.25,,,8.25,,Rawabi,Active
2026-08-21,Vegetables,Capsicum Mix Pkt,Capsicum,Holland,4.0pcs,,,20.0,,,5000.0,Family,Active
2026-08-21,Vegetables,Capsicum Orange,Capsicum,Holland,1kg,,44.0,,,44.0,,Rawabi,Active
2026-08-21,Vegetables,Capsicum Orange,Capsicum,Oman,1kg,,14.75,,,14.75,,Rawabi,Active
2026-08-21,Vegetables,Capsicum Red,Capsicum,Holland,,,,13.75,,,,,Active
2026-08-21,Vegetables,Capsicum Red,Capsicum,Holland,1kg,,42.0,,,42.0,,Rawabi,Active
2026-08-21,Vegetables,Capsicum Red,Capsicum,Oman,1kg,,12.0,,,12.0,,Rawabi,Active
2026-08-21,Vegetables,Capsicum Yellow,Capsicum,Holland,,,,13.75,,,,,Active
2026-08-21,Vegetables,Capsicum Yellow,Capsicum,Holland,1kg,,48.0,,,48.0,,Rawabi,Active
2026-08-21,Vegetables,Capsicum Yellow,Capsicum,Oman,1kg,,12.0,,,12.0,,Rawabi,Active
2026-08-21,Vegetables,Baby Carrot (Packet),Carrots,Usa,,,10.0,,,,,,Active
2026-08-21,Vegetables,Carrot,Carrots,Australia,1kg,,7.0,,,7.0,,Rawabi,Active
2026-08-21,Vegetables,Carrot,Carrots,China,1kg,,4.5,,,4.5,,Rawabi,Active
2026-08-21,Vegetables,Carrot White Netherland,Carrots,,1kg,,32.0,,,32.0,,Rawabi,Active
2026-08-21,Vegetables,Chayote,Chayote,India,1kg,,16.5,,,16.5,,Rawabi,Active
2026-08-21,Vegetables,Chilli,Chillies & Spicy,Uganda,1kg,,20.5,,,20.5,,Rawabi,Active
2026-08-21,Vegetables,Chilli Kanthari,Chillies & Spicy,India,1kg,,48.0,,,48.0,,Rawabi,Active
2026-08-21,Vegetables,Chilly Green (Packet),Chillies & Spicy,Thailand,,,6.5,,,,,,Active
2026-08-21,Vegetables,Chilly Red,Chillies & Spicy,Holland,,,,23.75,,,,,Active
2026-08-21,Vegetables,Chilly Red (Packet),Chillies & Spicy,Thailand,,,7.0,,,,,,Active
2026-08-21,Vegetables,Chilly Round Green,Chillies & Spicy,India,,,,9.5,,,,,Active
2026-08-21,Vegetables,Ginger,Chillies & Spicy,China,1kg,,8.0,,,8.0,,Rawabi,Active
2026-08-21,Vegetables,Ginger,Chillies & Spicy,India,1kg,,21.0,,,21.0,,Rawabi,Active
2026-08-21,Vegetables,Ginger,Chillies & Spicy,Uganda,1kg,,24.5,,,24.5,,Rawabi,Active
2026-08-21,Vegetables,Hot Pepper Mix,Chillies & Spicy,Uganda,1kg,,38.0,,,38.0,,Rawabi,Active
2026-08-21,Vegetables,Jalapeno Green,Chillies & Spicy,Holland,1kg,,70.0,,,70.0,,Rawabi,Active
2026-08-21,Vegetables,Jalapeno Hot Red Pepper,Chillies & Spicy,Usa,,,,88.0,,,,,Active
2026-08-21,Vegetables,Jalapeno Red,Chillies & Spicy,Holland,1kg,,65.0,,,65.0,,Rawabi,Active
2026-08-21,Vegetables,Long Chilly,Chillies & Spicy,Jordan,1kg,,7.75,,,7.75,,Rawabi,Active
2026-08-21,Vegetables,Long Chilly Green Big,Chillies & Spicy,Jordan,1kg,,12.0,,,12.0,,Rawabi,Active
2026-08-21,Vegetables,Red Long Chilli,Chillies & Spicy,Jordan,1kg,,22.0,,,22.0,,Rawabi,Active
2026-08-21,Vegetables,Fresh Fruit Basket,Combo Pack,,,,165.0,,,,,,Active
2026-08-21,Vegetables,Fresh Fruits Basket Small,Combo Pack,,,,130.0,,,,,,Active
2026-08-21,Vegetables,Mix Fruit Basket-Medium,Combo Pack,,,,250.0,,,,,,Active
2026-08-21,Vegetables,Mix Fruit Basket-Small,Combo Pack,,,,180.0,,,,,,Active
2026-08-21,Vegetables,Baby Corn (Packet),Corns & Baby Corn,Thailand,,,7.0,,,,,,Active
2026-08-21,Vegetables,Zucchini,Courgettes & Artichoke,Jordan,1kg,,6.0,,,6.0,,Rawabi,Active
2026-08-21,Vegetables,Cucumber Mazra Doha,Cucumber,,1kg,,7.5,,,7.5,,Rawabi,Active
2026-08-21,Vegetables,Yellow Cucumber,Cucumber,India,1kg,,15.5,,,15.5,,Rawabi,Active
2026-08-21,Vegetables,Garlic,Garlic,India,,,,12.25,,,,,Active
2026-08-21,Vegetables,Garlic,Garlic,China,1kg,,8.0,,,8.0,,Rawabi,Active
2026-08-21,Vegetables,Garlic,Garlic,India,1kg,,22.0,,,22.0,,Rawabi,Active
2026-08-21,Vegetables,Garlic Packet Big,Garlic,China,,,9.0,,,,,,Active
2026-08-21,Vegetables,Garlic Peeled,Garlic,,1kg,,24.0,,,24.0,,Rawabi,Active
2026-08-21,Vegetables,Garlic Small Pkt ( ),Garlic,China,,,4.5,,,,,,Active
2026-08-21,Vegetables,Ashgourd,Gourds,Oman,1kg,,4.5,,,4.5,,Rawabi,Active
2026-08-21,Vegetables,Bitter Gourd,Gourds,India,1kg,,17.5,,,17.5,,Rawabi,Active
2026-08-21,Vegetables,Bottlegourd,Gourds,India,1kg,,16.5,,,16.5,,Rawabi,Active
2026-08-21,Vegetables,Bottlegourd,Gourds,Oman,1kg,,6.5,,,6.5,,Rawabi,Active
2026-08-21,Vegetables,Ridge Gourd,Gourds,India,1kg,,18.5,,,18.5,,Rawabi,Active
2026-08-21,Vegetables,Snake Gourd,Gourds,India,1kg,,16.75,,,16.75,,Rawabi,Active
2026-08-21,Vegetables,Basil Leaves-Pc,Herbs,,,,12.0,,,,,,Active
2026-08-21,Vegetables,Celery Stick,Herbs,Spain,1kg,,38.0,,,38.0,,Rawabi,Active
2026-08-21,Vegetables,Coriander Leaves 1 Bunch,Herbs,Saudi,,,14.0,,,,,,Active
2026-08-21,Vegetables,Curry Leaves,Herbs,,,,3.0,,,,,,Active
2026-08-21,Vegetables,Curry Leaves,Herbs,Uganda,,,38.0,,,,,,Active
2026-08-21,Vegetables,Fennel,Herbs,,,,,20.0,,,,,Active
2026-08-21,Vegetables,Granadilla Fruit Colombia,Herbs,,1kg,,88.0,,,88.0,,Rawabi,Active
2026-08-21,Vegetables,Lemon Grass,Herbs,Thailand,1kg,,52.0,,,52.0,,Rawabi,Active
2026-08-21,Vegetables,Mint Leaves 1 Bunch,Herbs,Saudi,,,13.0,,,,,,Active
2026-08-21,Vegetables,Parsley Leaves 1 Bunch,Herbs,Saudi,,,10.0,,,,,,Active
2026-08-21,Vegetables,Rosemary,Herbs,Kenya,1.0pc,,10.0,,,10000.0,,Rawabi,Active
2026-08-21,Vegetables,Lady Finger,Lady Finger,India,1kg,,17.5,,,17.5,,Rawabi,Active
2026-08-21,Vegetables,Arugula (Jerjir)Leaves Doha 1 Bunch,Leafy Vegetables,,,,8.0,,,,,,Active
2026-08-21,Vegetables,Baby Rocket -Packet,Leafy Vegetables,Italy,,,11.5,,,,,,Active
2026-08-21,Vegetables,Baby Spinach Leaves -Packet,Leafy Vegetables,Italy,,,11.5,,,,,,Active
2026-08-21,Vegetables,Kale,Leafy Vegetables,Holland,,,,21.25,,,,,Active
2026-08-21,Vegetables,Kale Leaves,Leafy Vegetables,Holland,1kg,,65.0,,,65.0,,Rawabi,Active
2026-08-21,Vegetables,Kangkong Doha,Leafy Vegetables,,1.0pc,,7.0,,,7000.0,,Rawabi,Active
2026-08-21,Vegetables,Lettuce,Leafy Vegetables,Oman,1kg,,6.5,,,6.5,,Rawabi,Active
2026-08-21,Vegetables,Lettuce Gem Tray,Leafy Vegetables,Spain,,,,15.0,,,,,Active
2026-08-21,Vegetables,Lettuce Ice Berge,Leafy Vegetables,Spain,1kg,,42.5,,,42.5,,Rawabi,Active
2026-08-21,Vegetables,Lettuce Lollo Rossa,Leafy Vegetables,,,,,21.25,,,,,Active
2026-08-21,Vegetables,Molokhia Doha,Leafy Vegetables,,,,5.5,,,,,,Active
2026-08-21,Vegetables,Pechay Leaves Doha,Leafy Vegetables,,1.0pc,,8.5,,,8500.0,,Rawabi,Active
2026-08-21,Vegetables,Red Spinach Doha 1 Bunch,Leafy Vegetables,,,,5.75,,,,,,Active
2026-08-21,Vegetables,Spinach Doha 1 Bunch,Leafy Vegetables,,,,5.5,,,,,,Active
2026-08-21,Vegetables,Leeks,Leeks/Spring Onions,Holland,1kg,,35.0,,,35.0,,Rawabi,Active
